Q01_SST_1,1,0.993149229,0.989428882,Normal
Q01_SST_2,1,0.99151931,0.989428882,Normal
Q01_SST_3,1,0.991423644,0.989428882,Normal
Q01_SST_4,1,0.994691725,0.989428882,Normal
Q01_SST_5,1,0.991643134,0.989428882,Normal
Q01_SST_6,1,0.992917535,0.989428882,Normal
S01_001,1,0.986123769,0.989428882,Non-Normal
S01_002,1,0.993208525,0.989428882,Normal
S01_003,1,0.992815173,0.989428882,Normal
S01_004,1,0.995212855,0.989428882,Normal
S01_005,1,0.994554088,0.989428882,Normal
S01_006,1,0.996541232,0.989428882,Normal
S01_007,1,0.996468694,0.989428882,Normal
S01_008,1,0.996087348,0.989428882,Normal
S01_009,1,0.996439854,0.989428882,Normal
S01_010,1,0.996089714,0.989428882,Normal
S01_011,1,0.997908846,0.989428882,Normal
S01_012,1,0.997823795,0.989428882,Normal
S01_013,1,0.99822269,0.989428882,Normal
S01_014,1,0.998172085,0.989428882,Normal
S01_015,1,0.998769487,0.989428882,Normal
S01_016,1,0.998615029,0.989428882,Normal
S01_017,1,0.99765743,0.989428882,Normal
S01_018,1,0.995905878,0.989428882,Normal
S01_019,1,0.999602752,0.989428882,Normal
S01_020,1,0.995960405,0.989428882,Normal
S01_021,1,0.994624733,0.989428882,Normal
S01_022,1,0.99837894,0.989428882,Normal
S01_023,1,0.996553894,0.989428882,Normal
S01_024,1,0.997028573,0.989428882,Normal
S01_025,1,0.997931318,0.989428882,Normal
S01_026,1,0.998045499,0.989428882,Normal
S01_027,1,0.998348173,0.989428882,Normal
S01_028,1,0.998638087,0.989428882,Normal
S01_029,1,0.996457789,0.989428882,Normal
S01_030,1,0.999101619,0.989428882,Normal
S01_031,1,0.999040478,0.989428882,Normal
S01_032,1,0.998573791,0.989428882,Normal
S01_033,1,0.997241491,0.989428882,Normal
S01_034,1,0.997400229,0.989428882,Normal
S01_035,1,0.9975798,0.989428882,Normal
S01_036,1,0.991992047,0.989428882,Normal
S01_037,1,0.995806508,0.989428882,Normal
S01_038,1,0.995729979,0.989428882,Normal
S01_039,1,0.997402925,0.989428882,Normal
S01_040,1,0.996367043,0.989428882,Normal
S01_041,1,0.995983879,0.989428882,Normal
S01_042,1,0.997093921,0.989428882,Normal
S01_043,1,0.995342343,0.989428882,Normal
S01_044,1,0.995715434,0.989428882,Normal
S01_045,1,0.99610165,0.989428882,Normal
S01_046,1,0.992826014,0.989428882,Normal
S01_047,1,0.994957266,0.989428882,Normal
S01_048,1,0.993133583,0.989428882,Normal
S01_049,1,0.993122794,0.989428882,Normal
S01_050,1,0.982553627,0.989428882,Non-Normal
S01_051,1,0.997286865,0.989428882,Normal
S01_052,1,0.992705563,0.989428882,Normal
S01_053,1,0.993397521,0.989428882,Normal
S01_054,1,0.996966514,0.989428882,Normal
S01_055,1,0.996482472,0.989428882,Normal
S01_056,1,0.99390499,0.989428882,Normal
S01_057,1,0.996240429,0.989428882,Normal
S01_058,1,0.991995216,0.989428882,Normal
S01_059,1,0.997365312,0.989428882,Normal
S01_060,1,0.995236608,0.989428882,Normal
